"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at" 
788,"1","2024-03-31T07:36:05.696237Z",2254,"[{""start"":0,""end"":3,""text"":""扁刺蛾"",""labels"":[""Pest""]},{""start"":4,""end"":15,""text"":""Nettle grub"",""labels"":[""English""]},{""start"":58,""end"":60,""text"":""茶树"",""labels"":[""Crops""]},{""start"":61,""end"":62,""text"":""桑"",""labels"":[""Crops""]},{""start"":63,""end"":64,""text"":""麻"",""labels"":[""Crops""]},{""start"":65,""end"":67,""text"":""苹果"",""labels"":[""Crops""]},{""start"":68,""end"":69,""text"":""梨"",""labels"":[""Crops""]},{""start"":70,""end"":71,""text"":""桃"",""labels"":[""Crops""]},{""start"":72,""end"":73,""text"":""李"",""labels"":[""Crops""]},{""start"":74,""end"":75,""text"":""杏"",""labels"":[""Crops""]},{""start"":76,""end"":78,""text"":""柑橘"",""labels"":[""Crops""]},{""start"":79,""end"":81,""text"":""樱桃"",""labels"":[""Crops""]},{""start"":82,""end"":83,""text"":""枣"",""labels"":[""Crops""]},{""start"":84,""end"":85,""text"":""柿"",""labels"":[""Crops""]},{""start"":86,""end"":88,""text"":""枇杷"",""labels"":[""Crops""]},{""start"":89,""end"":91,""text"":""核桃"",""labels"":[""Crops""]},{""start"":92,""end"":94,""text"":""芒果"",""labels"":[""Crops""]},{""start"":247,""end"":251,""text"":""叶片吃光"",""labels"":[""Symptom""]},{""start"":252,""end"":256,""text"":""形成光杆"",""labels"":[""Symptom""]}]",72.117,"扁刺蛾	Nettle grub	扁刺蛾学名：Thosea sinensis (Walker)，属鳞翅目，刺蛾科。为害茶树、桑、麻、苹果、梨、桃、李、杏、柑橘、樱桃、枣、柿、枇杷、核桃、芒果等30科43种植物。北起吉林，南至台湾、海南及广东、广西、云南，东接朝鲜北境并滨海岸，西限自河北、山西、陕西西斜，至甘肃后折入四川、云南，止于两省西侧。淮河以南，密度一般较高。国外分布于朝鲜、日本、菲律宾、越南、老挝、柬埔寨、泰国、缅甸、印度、孟加拉国、马来西亚、印度尼西亚。	幼虫咬食叶片，严重时常将茶树叶片吃光，形成光杆。	(1)发生世代：北方一年发生1代。长江下游地区2代，少数3代。(2)越冬及虫源：以老熟幼虫在树下3～6cm土层内结茧以前蛹越冬。","2024-03-31T07:36:05.696237Z"
789,"1","2024-03-31T07:37:13.869713Z",2255,"[{""start"":0,""end"":5,""text"":""双齿绿刺蛾"",""labels"":[""Pest""]},{""start"":6,""end"":31,""text"":"" "",""labels"":[""English""]},{""start"":72,""end"":74,""text"":""苹果"",""labels"":[""Crops""]},{""start"":75,""end"":78,""text"":""梹沙果"",""labels"":[""Crops""]},{""start"":79,""end"":81,""text"":""海棠"",""labels"":[""Crops""]},{""start"":82,""end"":83,""text"":""梨"",""labels"":[""Crops""]},{""start"":84,""end"":85,""text"":""桃"",""labels"":[""Crops""]},{""start"":86,""end"":87,""text"":""杏"",""labels"":[""Crops""]},{""start"":88,""end"":90,""text"":""樱桃"",""labels"":[""Crops""]},{""start"":91,""end"":92,""text"":""梅"",""labels"":[""Crops""]},{""start"":93,""end"":96,""text"":""黑刺李"",""labels"":[""Crops""]},{""start"":97,""end"":98,""text"":""枣"",""labels"":[""Crops""]},{""start"":99,""end"":101,""text"":""核桃"",""labels"":[""Crops""]},{""start"":102,""end"":103,""text"":""柿"",""labels"":[""Crops""]},{""start"":104,""end"":105,""text"":""栗"",""labels"":[""Crops""]},{""start"":106,""end"":108,""text"":""柑橘"",""labels"":[""Crops""]},{""start"":150,""end"":160,""text"":""叶脉成罗底状半透明斑"",""labels"":[""Symptom""]},{""start"":191,""end"":195,""text"":""叶片吃光"",""labels"":[""Symptom""]}]",64.34100000000001,"双齿绿刺蛾	Dlum stinging caterpillar	双齿绿刺蛾Latoia hilaratas taudinger鳞翅目刺蛾科，为害苹果、梹沙果、海棠、梨、桃、杏、樱桃、梅、黑刺李、枣、核桃、柿、栗、柑橘，以梨、枣受害较重。各地均有发生。	低龄幼虫多群集叶背取食下表皮和叶肉，残留上表皮和叶脉成罗底状半透明斑，数日后干枯常脱落；3龄后陆续分散食叶成缺刻或孔洞，严重时常将叶片吃光。	(1)世代。一年发生1代。(2)越冬。以老熟幼虫在枝条上结茧越冬。(3)时期。7月上旬至7月下旬羽化。7月～8月是幼虫发生期。","2024-03-31T07:37:13.869713Z"
790,"1","2024-03-31T07:52:03.741828Z",2256,"[{""start"":0,""end"":5,""text"":""中国绿刺蛾"",""labels"":[""Pest""]},{""start"":6,""end"":21,""text"":""Chines ecochlid"",""labels"":[""English""]},{""start"":55,""end"":57,""text"":""苹果"",""labels"":[""Crops""]},{""start"":58,""end"":59,""text"":""梨"",""labels"":[""Crops""]},{""start"":60,""end"":62,""text"":""柑橘"",""labels"":[""Crops""]},{""start"":63,""end"":64,""text"":""杏"",""labels"":[""Crops""]},{""start"":65,""end"":66,""text"":""桃"",""labels"":[""Crops""]},{""start"":67,""end"":68,""text"":""李"",""labels"":[""Crops""]},{""start"":69,""end"":70,""text"":""梅"",""labels"":[""Crops""]},{""start"":71,""end"":73,""text"":""樱桃"",""labels"":[""Crops""]},{""start"":74,""end"":75,""text"":""栗"",""labels"":[""Crops""]},{""start"":76,""end"":77,""text"":""枣"",""labels"":[""Crops""]},{""start"":78,""end"":79,""text"":""柿"",""labels"":[""Crops""]},{""start"":80,""end"":82,""text"":""油桐"",""labels"":[""Crops""]},{""start"":83,""end"":85,""text"":""枇杷"",""labels"":[""Crops""]},{""start"":86,""end"":87,""text"":""榆"",""labels"":[""Crops""]},{""start"":110,""end"":115,""text"":""缺刻或孔洞"",""labels"":[""Symptom""]},{""start"":121,""end"":125,""text"":""叶片吃光"",""labels"":[""Symptom""]}]",889.647,"中国绿刺蛾	Chines ecochlid	中国绿刺蛾Latoia sinica Moore鳞翅目刺蛾科。为害苹果、梨、柑橘、杏、桃、李、梅、樱桃、栗、枣、柿、油桐、枇杷、榆等。各地均有发生。	幼虫啃食寄主植物的叶，造成缺刻或孔洞，严重时常将叶片吃光。	(1)世代。北方每年发生1代，江西2代。(2)越冬。以前蛹在茧内越冬。(3)时期。1代区5月份陆续化蛹，成虫6～7月份发生，幼虫7～8份月发生，老熟后于枝干上结茧越冬。2代区4月下旬至5月中旬化蛹，5月下旬至6月上旬羽化，第1代幼虫发生期为6～7月份，7月中下旬化蛹，8月上旬出现第1代成虫。第2代幼虫8月底开始陆续老熟结茧越冬，但有少数化蛹羽化发生第3代，9月上旬发生第2代成虫，第3代幼虫11月老熟于枝干上结茧越冬。","2024-03-31T07:52:03.741828Z"
791,"1","2024-03-31T07:52:55.979993Z",2257,"[{""start"":0,""end"":5,""text"":""白杨枯叶蛾"",""labels"":[""Pest""]},{""start"":15,""end"":35,""text"":""Bhima idiota Graeser"",""labels"":[""English""]},{""start"":48,""end"":50,""text"":""苹果"",""labels"":[""Crops""]},{""start"":51,""end"":52,""text"":""梨"",""labels"":[""Crops""]},{""start"":53,""end"":55,""text"":""海棠"",""labels"":[""Crops""]},{""start"":56,""end"":59,""text"":""山定子"",""labels"":[""Crops""]},{""start"":60,""end"":61,""text"":""杏"",""labels"":[""Crops""]},{""start"":62,""end"":63,""text"":""李"",""labels"":[""Crops""]},{""start"":64,""end"":65,""text"":""柳"",""labels"":[""Crops""]},{""start"":73,""end"":78,""text"":""缺刻或孔洞"",""labels"":[""Symptom""]}]",51.977,"白杨枯叶蛾		白杨枯叶蛾学名为Bhima idiota Graeser，属鳞翅目，枯叶蛾科。寄主苹果、梨、海棠、山定子、杏、李、柳等。	幼虫食叶成缺刻或孔洞。	""(1)发生世代：一年发生1代。(2)越冬及初次虫源：老熟幼虫在孔洞、皮缝，或树下各种被物缝隙中群集结茧，化蛹越冬。""","2024-03-31T07:52:55.979993Z"
792,"1","2024-03-31T07:54:22.362673Z",2258,"[{""start"":0,""end"":4,""text"":""黄斑卷蛾"",""labels"":[""Pest""]},{""start"":5,""end"":19,""text"":""Yellow tortrix"",""labels"":[""English""]},{""start"":70,""end"":72,""text"":""苹果"",""labels"":[""Crops""]},{""start"":73,""end"":74,""text"":""梨"",""labels"":[""Crops""]},{""start"":75,""end"":76,""text"":""桃"",""labels"":[""Crops""]},{""start"":77,""end"":78,""text"":""李"",""labels"":[""Crops""]},{""start"":79,""end"":80,""text"":""杏"",""labels"":[""Crops""]},{""start"":81,""end"":83,""text"":""杠梨"",""labels"":[""Crops""]},{""start"":84,""end"":87,""text"":""山荆子"",""labels"":[""Crops""]},{""start"":88,""end"":90,""text"":""海棠"",""labels"":[""Crops""]},{""start"":97,""end"":99,""text"":""东北"",""labels"":[""Area""]},{""start"":100,""end"":102,""text"":""华北"",""labels"":[""Area""]},{""start"":103,""end"":105,""text"":""华东"",""labels"":[""Area""]},{""start"":106,""end"":108,""text"":""西北"",""labels"":[""Area""]},{""start"":198,""end"":202,""text"":""仅留叶脉"",""labels"":[""Symptom""]},{""start"":224,""end"":230,""text"":""叶簇卷曲成团"",""labels"":[""Symptom""]}]",86.16,"黄斑卷蛾	Yellow tortrix	黄斑卷蛾学名Terthreutis xanthocycla (Meyrick)，属鳞翅目卷蛾科。为害苹果、梨、桃、李、杏、杠梨、山荆子、海棠等。国内分布在东北、华北、华东、西北各省。国外分布于前苏联、日本等国。	初孵幼虫首先食害花芽，钻入芽内为害，或在花芽基部蛀食，果树展叶后，食害新叶。幼虫吐丝卷叶，1～2龄幼虫仅食害叶肉，残留表皮，3龄以后则蚕食叶片，仅留叶脉，且卷叶数目由1～2片增加至5～6片，使整个叶簇卷曲成团。有果实时，幼虫咬食果皮，影响果品质量。	(1)发生世代：北方一般一年发生3～4代。(2)越冬及初次虫源：以越冬型成虫在杂草、落叶间越冬。(3)天敌：赤眼蜂、黑绒茧蜂、瘤姬蜂、赛寄蝇等。","2024-03-31T07:54:22.362673Z"
793,"1","2024-03-31T07:56:50.541685Z",2259,"[{""start"":0,""end"":4,""text"":""顶芽卷蛾"",""labels"":[""Pest""]},{""start"":5,""end"":23,""text"":""Apple fruit licker"",""labels"":[""English""]},{""start"":66,""end"":67,""text"":""苹"",""labels"":[""Crops""]},{""start"":68,""end"":69,""text"":""梨"",""labels"":[""Crops""]},{""start"":70,""end"":71,""text"":""桃"",""labels"":[""Crops""]},{""start"":72,""end"":73,""text"":""李"",""labels"":[""Crops""]},{""start"":74,""end"":75,""text"":""杏"",""labels"":[""Crops""]},{""start"":76,""end"":78,""text"":""山楂"",""labels"":[""Crops""]},{""start"":79,""end"":81,""text"":""海棠"",""labels"":[""Crops""]},{""start"":83,""end"":85,""text"":""东北"",""labels"":[""Area""]},{""start"":86,""end"":88,""text"":""华北"",""labels"":[""Area""]},{""start"":89,""end"":91,""text"":""华东"",""labels"":[""Area""]},{""start"":92,""end"":94,""text"":""西北"",""labels"":[""Area""]},{""start"":125,""end"":131,""text"":""顶梢叶苞枯死"",""labels"":[""Temperature""]}]",147.971,"顶芽卷蛾	Apple fruit licker	顶芽卷蛾Spilonota lechriaspis Meyrick鳞翅目卷蛾科。为害苹、梨、桃、李、杏、山楂、海棠等。东北、华北、华东、西北等地有分布。	""(1)以2～3龄幼虫在顶梢卷叶里结茧越冬，被害顶梢叶苞枯死经久不落。(2)越冬及初次虫源：以2～3龄幼虫在枝梢顶端卷叶团中越冬。早春苹果花芽展开时，越冬幼虫开始出蛰，早出蛰的主要为害顶芽，晚出垫的向下为害侧芽。幼虫老熟后在卷叶团作茧化蛹。""	发生世代：一年发生2～3代。黄河故道地区一年发生3代，山东、华北、东北2代。","2024-03-31T07:56:50.541685Z"
794,"1","2024-03-31T07:57:52.923936Z",2260,"[{""start"":0,""end"":4,""text"":""桃潜叶蛾"",""labels"":[""Pest""]},{""start"":34,""end"":49,""text"":"""",""labels"":[""English""]},{""start"":95,""end"":96,""text"":"""",""labels"":[""Crops""]},{""start"":97,""end"":98,""text"":"""",""labels"":[""Crops""]},{""start"":99,""end"":100,""text"":"""",""labels"":[""Crops""]},{""start"":101,""end"":103,""text"":"""",""labels"":[""Crops""]},{""start"":104,""end"":106,""text"":"""",""labels"":[""Crops""]},{""start"":107,""end"":108,""text"":"""",""labels"":[""Crops""]},{""start"":109,""end"":111,""text"":"""",""labels"":[""Crops""]},{""start"":112,""end"":114,""text"":"""",""labels"":[""Crops""]},{""start"":222,""end"":227,""text"":"""",""labels"":[""Symptom""]},{""start"":230,""end"":234,""text"":"""",""labels"":[""Symptom""]},{""start"":239,""end"":243,""text"":"""",""labels"":[""Symptom""]}]",65.236,"桃潜叶蛾	Clerck's snowy bentwing moth，peach leafminer	桃潜叶蛾学名Lyonetia clerkella Linnaeus，属于鳞翅目潜蛾科。为害桃、李、杏、樱桃、苹果、梨、山楂、稠李等。国内分布北起黑龙江、内蒙古，南抵台湾及广西、云南的东北角，东邻国境线，西达宁夏、甘肃、青海，折入四川、云南。国外分布于朝鲜、日本、前苏联及欧洲。	幼虫孵化后，在叶组织内潜食为害，串成弯曲隧，并将粪粒充塞其中，叶的表皮不破裂，可由叶面透视。叶受害后枯死脱落。幼虫老熟后在叶内吐丝结洁白色薄茧。	一年发生7～8代。以蛹在被害叶上的茧内越冬。","2024-03-31T07:57:58.267944Z"
795,"1","2024-03-31T08:00:18.143475Z",2261,"[{""start"":0,""end"":4,""text"":""水木坚蚧"",""labels"":[""Pest""]},{""start"":5,""end"":20,""text"":""brown elm scale"",""labels"":[""English""]},{""start"":85,""end"":86,""text"":""桃"",""labels"":[""Crops""]},{""start"":87,""end"":88,""text"":""杏"",""labels"":[""Crops""]},{""start"":89,""end"":90,""text"":""李"",""labels"":[""Crops""]},{""start"":91,""end"":93,""text"":""山楂"",""labels"":[""Crops""]},{""start"":94,""end"":96,""text"":""苹果"",""labels"":[""Crops""]},{""start"":97,""end"":98,""text"":""梨"",""labels"":[""Crops""]},{""start"":99,""end"":101,""text"":""葡萄"",""labels"":[""Crops""]},{""start"":102,""end"":104,""text"":""核桃"",""labels"":[""Crops""]},{""start"":105,""end"":107,""text"":""刺槐"",""labels"":[""Crops""]},{""start"":284,""end"":290,""text"":""排泄油状蜜露"",""labels"":[""Symptom""]},{""start"":291,""end"":295,""text"":""诱发煤病"",""labels"":[""Symptom""]},{""start"":300,""end"":306,""text"":""树体生长势弱"",""labels"":[""Symptom""]},{""start"":307,""end"":313,""text"":""枝梢生长不良"",""labels"":[""Symptom""]},{""start"":316,""end"":320,""text"":""枝条枯死"",""labels"":[""Symptom""]}]",138.029,"水木坚蚧	brown elm scale，fruit lecanium	水木坚蚧学名：Parthenolecanium corni (Bouche)属同翅目，蜡蚧科。为害桃、杏、李、山楂、苹果、梨、葡萄、核桃、刺槐等。国内分布北起黑龙江、内蒙古、新疆，北界近边境线，南至浙江、江西、湖南、云南，东与前苏联东境、朝鲜北境邻接并临海边，西达新疆西陲，并经青海、甘肃折入四川、云南，止于两省西侧西北、华北局部地方，发生密度较高国外分布于朝鲜、伊朗及中亚地区、欧洲、非洲、北美洲。	若虫和雌球虫均以口针插人寄主植物组织内吸食枝、叶汁液。为害严重的枝条上介壳累累，虫口密度人时常排泄油状蜜露，诱发煤病发生。受害树体生长势弱，枝梢生长不良，重者枝条枯死。	一年发生1～2代，在葡萄和洋槐上2代，其他寄主上多为1代，黄河故道区多为2代。以2龄若虫在枝条皮缝、叶痕处越冬。天敌：瓢虫和寄生蜂等。","2024-03-31T08:00:18.143475Z"
796,"1","2024-03-31T08:01:13.046570Z",2262,"[{""start"":0,""end"":3,""text"":""桃小蠹"",""labels"":[""Pest""]},{""start"":10,""end"":37,""text"":""Scolytus seulensis Murayama"",""labels"":[""English""]},{""start"":47,""end"":48,""text"":""杏"",""labels"":[""Crops""]},{""start"":49,""end"":50,""text"":""李"",""labels"":[""Crops""]},{""start"":51,""end"":52,""text"":""桃"",""labels"":[""Crops""]},{""start"":53,""end"":55,""text"":""樱桃"",""labels"":[""Crops""]},{""start"":56,""end"":57,""text"":""梨"",""labels"":[""Crops""]},{""start"":58,""end"":59,""text"":""榆"",""labels"":[""Crops""]},{""start"":331,""end"":339,""text"":""胶瘤布满整个枝干"",""labels"":[""Symptom""]},{""start"":312,""end"":320,""text"":""坚硬的琥珀色胶瘤"",""labels"":[""Symptom""]},{""start"":235,""end"":242,""text"":""木质部变为褐色"",""labels"":[""Symptom""]}]",54.691,"桃小蠹		桃小蠹学名Scolytus seulensis Murayama属鞘翅目小蠹科。为害杏、李、桃、樱桃、梨、榆等。北起黑龙江、内蒙古、新疆，北限靠近北部边境线，南面稍过长江，淮河以北较常见；东与前苏联东境、朝鲜北境相接并滨海岸，西达新疆西陲，四川止于东经100度附近内蒙古、甘肃密度较大国外分布于朝鲜、前苏联。对幼龄桃树为害极大，易造成整株死亡。	该虫主要以幼虫在枝干皮层内蛀食为去，成虫羽化时给枝干造成大量虫孔。受去后的桃树枝上，被去部皮层稍见肿胀，其下皮层及木质部变为褐色，胶质物质充满蠢虫蛀道，从旱春到晚秋，只要遇潮湿天气，便从羽化孔内流出白色、半透明、柔软的胶状物质，与空气接触后，即变为黄褐色。干燥后，形成坚硬的琥珀色胶瘤紧贴在枝干上。严重时，胶瘤布满整个枝干。	一年发生1代。以幼虫于坑道内越冬，春天老熟于子坑道端蛀圆筒形蛹室化蛹。","2024-03-31T08:01:13.046570Z"
797,"1","2024-03-31T08:02:38.279385Z",2263,"[{""start"":0,""end"":5,""text"":""海棠透翅蛾"",""labels"":[""Pest""]},{""start"":6,""end"":32,""text"":""Chinese crabapple aegeriid"",""labels"":[""English""]},{""start"":77,""end"":79,""text"":""苹果"",""labels"":[""Crops""]},{""start"":80,""end"":82,""text"":""沙果"",""labels"":[""Crops""]},{""start"":83,""end"":85,""text"":""海棠"",""labels"":[""Crops""]},{""start"":86,""end"":87,""text"":""梨"",""labels"":[""Crops""]},{""start"":88,""end"":89,""text"":""桃"",""labels"":[""Crops""]},{""start"":90,""end"":91,""text"":""李"",""labels"":[""Crops""]},{""start"":92,""end"":94,""text"":""樱桃"",""labels"":[""Crops""]},{""start"":95,""end"":96,""text"":""梅"",""labels"":[""Crops""]},{""start"":138,""end"":142,""text"":""树势衰弱"",""labels"":[""Symptom""]},{""start"":151,""end"":155,""text"":""腐烂病侵"",""labels"":[""Symptom""]},{""start"":167,""end"":171,""text"":""树体死亡"",""labels"":[""Symptom""]}]",85.016,"海棠透翅蛾	Chinese crabapple aegeriid	学名 Synanthedon haitangvora Yang，鳞翅目，透翅蛾科。寄主：苹果、沙果、海棠、梨、桃、李、樱桃、梅等。	幼虫在树干枝叉等处蛀入皮层下，被害部位初期有黏液流出和粪便堆积。树体被害后造成树势衰弱，被害伤口容易遭受腐烂病侵染，引起溃烂，严重时导致树体死亡。	一年发生1代。多以中龄幼虫于隧道里结茧越冬。","2024-03-31T08:02:38.279385Z"
798,"1","2024-03-31T08:04:42.199289Z",2264,"[{""start"":0,""end"":3,""text"":""桃仁蜂"",""labels"":[""Pest""]},{""start"":11,""end"":23,""text"":""Eurytomus sp"",""labels"":[""English""]},{""start"":38,""end"":39,""text"":""桃"",""labels"":[""Crops""]},{""start"":40,""end"":41,""text"":""杏"",""labels"":[""Crops""]},{""start"":42,""end"":43,""text"":""李"",""labels"":[""Crops""]},{""start"":118,""end"":124,""text"":""残留部分仁皮"",""labels"":[""Symptom""]},{""start"":134,""end"":139,""text"":""灰黑色僵果"",""labels"":[""Symptom""]}]",123.705,"桃仁蜂		桃仁蜂学名：Eurytomus sp.，属膜翅目广肩小蜂科。寄主：桃、杏、李。	幼虫孵化后开始在硬化的种仁上蛀食，随着种仁长大，幼虫逐渐长大、老熟，虫粪排在桃核内。据观察，7月上中旬早无锡水蜜桃将近成熟时，此时核仁多被食尽，仅残留部分仁皮.被害果逐渐干缩成为灰黑色僵果，大部分脱落，少数残留在枝上。	一年发生1代。以老熟幼虫在被害果里越冬。","2024-03-31T08:04:42.199289Z"
799,"1","2024-03-31T08:05:42.188634Z",2265,"[{""start"":0,""end"":6,""text"":""八点广翅蜡蝉"",""labels"":[""Pest""]},{""start"":14,""end"":24,""text"":""Ricania sp"",""labels"":[""English""]},{""start"":48,""end"":50,""text"":""苹果"",""labels"":[""Crops""]},{""start"":51,""end"":52,""text"":""梨"",""labels"":[""Crops""]},{""start"":53,""end"":54,""text"":""桃"",""labels"":[""Crops""]},{""start"":55,""end"":56,""text"":""杏"",""labels"":[""Crops""]},{""start"":57,""end"":58,""text"":""李"",""labels"":[""Crops""]},{""start"":59,""end"":60,""text"":""梅"",""labels"":[""Crops""]},{""start"":61,""end"":63,""text"":""樱桃"",""labels"":[""Crops""]},{""start"":64,""end"":65,""text"":""枣"",""labels"":[""Crops""]},{""start"":66,""end"":67,""text"":""栗"",""labels"":[""Crops""]},{""start"":68,""end"":70,""text"":""山楂"",""labels"":[""Crops""]},{""start"":71,""end"":73,""text"":""柑橘"",""labels"":[""Crops""]},{""start"":150,""end"":154,""text"":""削弱树势"",""labels"":[""Symptom""]}]",59.749,"八点广翅蜡蝉		八点广翅蜡蝉Ricania sp乳油ulum Walker同翅目广翅蜡蝉科。为害苹果、梨、桃、杏、李、梅、樱桃、枣、栗、山楂、柑橘等。山西、陕西、河南以南有分布，长江以南局部地方发生严重。	成、若虫喜于嫩枝和芽、叶上刺吸汁液；产卵于当每年发生枝条内，影响枝条生长，重者产卵部以上枯死，削弱树势。	(1)世代。每年发生1代。(2)越冬。以卵于枝条内越冬。(3)时期。5月份若虫陆续孵化，为害至7月下旬开始老熟羽化，8月中旬前后为羽化盛期，成虫经20余天取食后开始交配，8月下旬至10月下旬为产卵期，9月中旬至10月上旬为盛期。","2024-03-31T08:05:42.188634Z"
800,"1","2024-03-31T08:06:30.948942Z",2266,"[{""start"":0,""end"":4,""text"":""小绿叶蝉"",""labels"":[""Pest""]},{""start"":5,""end"":29,""text"":""Smaller green leafhopper"",""labels"":[""English""]},{""start"":72,""end"":73,""text"":""杏"",""labels"":[""Crops""]},{""start"":74,""end"":75,""text"":""李"",""labels"":[""Crops""]},{""start"":76,""end"":78,""text"":""樱桃"",""labels"":[""Crops""]},{""start"":79,""end"":80,""text"":""梅"",""labels"":[""Crops""]},{""start"":81,""end"":83,""text"":""葡萄"",""labels"":[""Crops""]},{""start"":107,""end"":112,""text"":""黄白色斑点"",""labels"":[""Symptom""]},{""start"":121,""end"":127,""text"":""全叶苍白早落"",""labels"":[""Symptom""]},{""start"":226,""end"":230,""text"":""8～9月"",""labels"":[""Condition""]}]",48.54,"小绿叶蝉	Smaller green leafhopper	小绿叶蝉Empoasca flavescens Fabricius同翅目叶蝉科。为害杏、李、樱桃、梅、葡萄等。分布在全国各地。	成、若虫吸汁液，被害叶初现黄白色斑点渐扩大成片，严重时全叶苍白早落。	(1)世代。每年发生4～6代。完成1个世代40～50天。因发生期不整齐致世代重叠。(2)越冬。以末代成虫在落叶、杂草或低矮绿色植物中越冬。(3)时期。春天桃、李、杏发芽后出蛰。6月虫口数量增加，8～9月最多且为害重。","2024-03-31T08:06:30.948942Z"
801,"1","2024-03-31T08:07:18.605226Z",2267,"[{""start"":0,""end"":4,""text"":""大青叶蝉"",""labels"":[""Pest""]},{""start"":5,""end"":21,""text"":""Green leafhopper"",""labels"":[""English""]},{""start"":88,""end"":90,""text"":""苹果"",""labels"":[""Crops""]},{""start"":91,""end"":92,""text"":""梨"",""labels"":[""Crops""]},{""start"":93,""end"":94,""text"":""柿"",""labels"":[""Crops""]},{""start"":141,""end"":145,""text"":""叶片退色"",""labels"":[""Symptom""]},{""start"":146,""end"":148,""text"":""畸形"",""labels"":[""Symptom""]},{""start"":149,""end"":151,""text"":""卷缩"",""labels"":[""Symptom""]},{""start"":154,""end"":158,""text"":""全叶枯死"",""labels"":[""Symptom""]}]",47.443,"大青叶蝉	Green leafhopper	大青叶蝉Tettigella viridis  (Linnaeus)同翅目叶蝉科，又称青叶跳蝉、青叶蝉、大绿浮尘子等。食性极杂，为害苹果、梨、柿等160多种植物。国内分布各省、区，偏北、偏西密度较高。	以成虫和若虫为害叶片，刺吸汁液，造成叶片退色、畸形、卷缩、甚至全叶枯死。此外，还可传播病毒病。	""1.发生世代　各地的世代有差异，吉林每年发生2代，江西每年发生5代。2.越冬　以卵于树木枝条表皮下越冬。3.发生时期　前期主要为害农作物、蔬菜及杂草等植物，10月中旬第3代成虫陆续转移到果树、林木上为害并产卵于枝条内。""","2024-03-31T08:07:18.605226Z"
802,"1","2024-03-31T08:08:25.885975Z",2268,"[{""start"":0,""end"":5,""text"":""桃红颈天牛"",""labels"":[""Pest""]},{""start"":6,""end"":28,""text"":""Peach longicorn beetle"",""labels"":[""English""]},{""start"":69,""end"":70,""text"":""桃"",""labels"":[""Crops""]},{""start"":74,""end"":75,""text"":""杏"",""labels"":[""Crops""]},{""start"":76,""end"":77,""text"":""榆"",""labels"":[""Crops""]},{""start"":78,""end"":79,""text"":""柳"",""labels"":[""Crops""]},{""start"":80,""end"":81,""text"":""栎"",""labels"":[""Crops""]},{""start"":184,""end"":188,""text"":""树势衰弱"",""labels"":[""Symptom""]}]",67.059,"桃红颈天牛	Peach longicorn beetle	桃红颈天牛Aromia bungii Faldermann鞘翅目天牛科。主要为害桃，偶尔害杏、榆、柳、栎等。辽宁、内蒙古以南地区均有发生。长江、黄河流域各省，密度均相当大。桃树主要害虫。	幼虫蛀食皮层与木质部，喜于韧皮部和木质部间蛀食，向下蛀隧道弯曲，内有粪屑，长达50～60cm，隔一定距离向外蛀1排粪孔，致树势衰弱或枯死。	(1)世代。每2～3年1代。(2)越冬。以各龄幼虫越冬。(3)时期。为害萌动后开始为害。成虫于5～8月发生，南方早，如福建5月下旬盛发，湖北6月上中旬，山西、河北、山东发生期为7月上中旬至8月中旬。","2024-03-31T08:08:25.885975Z"
803,"1","2024-03-31T08:09:21.458110Z",2269,"[{""start"":0,""end"":2,""text"":""桃蚜"",""labels"":[""Pest""]},{""start"":3,""end"":20,""text"":""Green Peach aphid"",""labels"":[""English""]},{""start"":68,""end"":70,""text"":""桃树"",""labels"":[""Crops""]},{""start"":71,""end"":73,""text"":""李树"",""labels"":[""Crops""]},{""start"":74,""end"":76,""text"":""杏树"",""labels"":[""Crops""]},{""start"":130,""end"":136,""text"":""蜜露诱致煤病"",""labels"":[""Symptom""]},{""start"":119,""end"":127,""text"":""不规则的卷曲皱缩"",""labels"":[""Symptom""]},{""start"":240,""end"":243,""text"":""5月初"",""labels"":[""Condition""]}]",55.371,"桃蚜	Green Peach aphid	桃蚜Myxus persicae Sulze同翅目蚜科。分布十分普遍。已知寄主达352种，为害桃树、李树、杏树等。国内广泛分布，局部地区密度颇高。	成、若虫群集芽、叶、嫩梢上刺吸汁液，被害叶向背面不规则的卷曲皱缩，排泄蜜露诱致煤病发生或传播病毒病。	(1)世代。在北方每年发生10余代，在南方30～40代。(2)越冬。以卵于桃、杏、樱桃等越冬寄主枝条的芽旁、裂缝等处越冬。(3)时期。为害发芽时，卵孵化为干母，约于3月下旬至4月旬中孵化，5月初繁殖最盛为害严重，并开始产生有翅蚜。5月中旬以后在越冬寄主上基本绝迹，10月产生有翅蚜陆续迁回越冬寄主，继续为害繁殖，产生有性蚜交尾产卵，以卵越冬。","2024-03-31T08:09:21.458110Z"
